Tissue,Gene,Degree,E_corr,SBM-Level-1,SBM-Level-2,SBM-Level-3,SBM-Level-4,SBM-Level-5,WGCNA
head,FBgn0032957,50,0.242472422,0,0,0,0,0,0
head,FBgn0034417,182,0.264231551,49,0,0,0,0,5
head,FBgn0031294,549,0.302494839,39,15,5,0,0,4
head,FBgn0050372,18,0.242821846,10,4,0,0,0,0
head,FBgn0020279,58,0.249099585,19,12,1,2,1,0
head,FBgn0015777,266,0.262213988,0,0,0,0,0,0
head,FBgn0037560,22,0.250786529,59,18,1,2,1,0
head,FBgn0013576,12,0.25050804,18,20,1,2,1,0
head,FBgn0053639,146,0.260791495,28,15,5,0,0,4
head,FBgn0035253,460,0.274211981,58,4,0,0,0,0
head,FBgn0053653,345,0.268086906,45,6,0,0,0,4
head,FBgn0000153,249,0.304880107,74,17,3,0,0,2
head,FBgn0015609,824,0.296256157,6,6,0,0,0,4
head,FBgn0029860,49,0.259420735,36,3,1,2,1,0
head,FBgn0029504,151,0.2575794,57,11,0,0,0,0
head,FBgn0041775,321,0.272036829,46,1,1,2,1,0
head,FBgn0003507,533,0.294039169,60,5,4,1,1,1
head,FBgn0002524,10,0.245546996,3,3,1,2,1,0
head,FBgn0037716,20,0.251302257,11,3,1,2,1,0
head,FBgn0039157,8,0.243509463,59,18,1,2,1,0
head,FBgn0011676,20,0.246975993,37,6,0,0,0,0
head,FBgn0051221,717,0.317248315,47,15,5,0,0,4
head,FBgn0026239,89,0.248317881,0,0,0,0,0,0
head,FBgn0052423,744,0.325037247,47,15,5,0,0,4
head,FBgn0033884,33,0.254230538,11,3,1,2,1,0
head,FBgn0040233,31,0.251784184,11,3,1,2,1,0
head,FBgn0052831,48,0.249248514,11,3,1,2,1,0
head,FBgn0052843,4,0.233271272,37,6,0,0,0,0
head,FBgn0001624,762,0.308882252,47,15,5,0,0,4
head,FBgn0260439,56,0.251474261,7,1,1,2,1,0
head,FBgn0014163,491,0.294046023,70,6,0,0,0,4
head,FBgn0051469,25,0.247784974,51,9,3,0,0,0
head,FBgn0037550,3,0.263388411,41,18,1,2,1,0
head,FBgn0036713,57,0.251892432,37,6,0,0,0,0
head,FBgn0014857,51,0.253051857,18,20,1,2,1,0
head,FBgn0003742,23,0.255148434,19,12,1,2,1,0
head,FBgn0029891,291,0.288745226,38,17,3,0,0,2
head,FBgn0029888,167,0.307549488,61,17,3,0,0,2
head,FBgn0005672,62,0.254822633,18,20,1,2,1,0
head,FBgn0051324,16,0.253631953,49,0,0,0,0,0
head,FBgn0035497,238,0.270871427,34,16,3,0,0,2
head,FBgn0051072,27,0.246637182,10,4,0,0,0,0
head,FBgn0032076,771,0.338795529,5,5,4,1,1,3
head,FBgn0033652,173,0.258712413,70,6,0,0,0,4
head,FBgn0001235,378,0.293219507,70,6,0,0,0,4
head,FBgn0025455,50,0.259225248,24,4,0,0,0,0
head,FBgn0038683,12,0.261038735,23,14,2,2,1,0
head,FBgn0038682,415,0.31248667,71,16,3,0,0,2
head,FBgn0033739,473,0.272237809,45,6,0,0,0,4
head,FBgn0034081,28,0.242801648,19,12,1,2,1,0
head,FBgn0029175,10,0.243060055,4,4,0,0,0,0
head,FBgn0003435,611,0.30698918,6,6,0,0,0,4
head,FBgn0051224,10,0.250800286,1,1,1,2,1,0
head,FBgn0011640,18,0.246649215,4,4,0,0,0,0
head,FBgn0053926,26,0.269619844,14,9,3,0,0,0
head,FBgn0033564,4,0.246504891,26,20,1,2,1,0
head,FBgn0061356,658,0.330465249,5,5,4,1,1,3
head,FBgn0062928,70,0.252484256,21,14,2,2,1,1
head,FBgn0062961,449,0.300178132,60,5,4,1,1,1
head,FBgn0083068,56,0.25475193,34,16,3,0,0,0
head,FBgn0004507,178,0.294364945,27,9,3,0,0,2
head,FBgn0040606,1185,0.355065198,68,5,4,1,1,3
head,FBgn0083167,157,0.312396849,27,9,3,0,0,6
head,FBgn0031414,50,0.255425082,40,9,3,0,0,0
head,FBgn0034903,265,0.276933884,49,0,0,0,0,5
head,FBgn0001297,637,0.331461642,80,13,5,0,0,2
head,FBgn0024963,882,0.306878501,81,11,0,0,0,4
head,FBgn0036210,7,0.254368401,35,10,1,2,1,0
head,FBgn0032536,45,0.246895687,54,17,3,0,0,0
head,FBgn0032812,15,0.24813665,11,3,1,2,1,0
head,FBgn0001149,393,0.285348358,51,9,3,0,0,2
head,FBgn0017579,791,0.360660599,52,8,4,1,1,3
head,FBgn0036685,11,0.240580282,1,1,1,2,1,0
head,FBgn0030778,242,0.262738288,17,11,0,0,0,0
head,FBgn0013799,91,0.257158155,28,15,5,0,0,0
head,FBgn0032515,37,0.260935101,4,4,0,0,0,0
head,FBgn0027094,126,0.256586286,9,2,2,2,1,1
head,FBgn0031322,403,0.285569911,20,13,5,0,0,2
head,FBgn0031995,78,0.253957022,34,16,3,0,0,0
head,FBgn0004047,1095,0.345300998,68,5,4,1,1,3
head,FBgn0011837,174,0.267685999,12,7,2,2,1,1
head,FBgn0011272,732,0.364717625,52,8,4,1,1,3
head,FBgn0010406,9,0.245472946,18,20,1,2,1,0
head,FBgn0003028,46,0.259446141,7,1,1,2,1,0
head,FBgn0020372,112,0.253418955,4,4,0,0,0,0
head,FBgn0004828,217,0.265145581,70,6,0,0,0,0
head,FBgn0053517,33,0.250276517,37,6,0,0,0,0
head,FBgn0035021,16,0.246466587,1,1,1,2,1,0
head,FBgn0035083,34,0.250872708,34,16,3,0,0,0
head,FBgn0037137,84,0.253211467,19,12,1,2,1,0
head,FBgn0030863,14,0.247983913,11,3,1,2,1,0
head,FBgn0003687,39,0.241238489,7,1,1,2,1,0
head,FBgn0043841,268,0.278156927,51,9,3,0,0,0
head,FBgn0010265,861,0.364001731,13,8,4,1,1,3
head,FBgn0022893,374,0.279040379,46,1,1,2,1,7
head,FBgn0036374,4,0.256317748,1,1,1,2,1,0
head,FBgn0031285,34,0.265990682,54,17,3,0,0,0
head,FBgn0030522,13,0.249937514,1,1,1,2,1,0
head,FBgn0028540,197,0.276506911,9,2,2,2,1,1
head,FBgn0000459,285,0.280396279,15,2,2,2,1,1
head,FBgn0038980,203,0.270102574,28,15,5,0,0,4
head,FBgn0003943,113,0.257338886,3,3,1,2,1,0
head,FBgn0052056,3,0.2463402,4,4,0,0,0,0
head,FBgn0015773,172,0.262735032,49,0,0,0,0,0
head,FBgn0037326,76,0.256598156,37,6,0,0,0,0
head,FBgn0004087,21,0.246839557,23,14,2,2,1,0
head,FBgn0033631,39,0.25082817,19,12,1,2,1,0
head,FBgn0004363,137,0.267606071,32,10,1,2,1,0
head,FBgn0036680,182,0.277425153,74,17,3,0,0,2
head,FBgn0024941,450,0.285728826,39,15,5,0,0,4
head,FBgn0053970,421,0.326539125,71,16,3,0,0,2
head,FBgn0014396,17,0.252042806,41,18,1,2,1,0
head,FBgn0013765,91,0.260750858,7,1,1,2,1,0
head,FBgn0016977,406,0.304124308,43,4,0,0,0,4
head,FBgn0016930,212,0.263075733,0,0,0,0,0,5
head,FBgn0031971,59,0.261686711,3,3,1,2,1,0
head,FBgn0010488,67,0.258789081,28,15,5,0,0,0
head,FBgn0037525,363,0.27213197,42,15,5,0,0,4
head,FBgn0000406,998,0.35518927,68,5,4,1,1,3
head,FBgn0039544,43,0.250645186,1,1,1,2,1,0
head,FBgn0014869,553,0.289141999,79,14,2,2,1,1
head,FBgn0013720,143,0.260828505,34,16,3,0,0,2
head,FBgn0003638,50,0.247417862,37,6,0,0,0,0
head,FBgn0040099,42,0.261376276,15,2,2,2,1,0
head,FBgn0004618,206,0.262353074,28,15,5,0,0,0
head,FBgn0029854,595,0.290522215,30,8,4,1,1,1
head,FBgn0038427,41,0.249680287,3,3,1,2,1,0
head,FBgn0035976,36,0.258899054,41,18,1,2,1,0
head,FBgn0038063,173,0.258280722,28,15,5,0,0,0
head,FBgn0053977,8,0.244857155,3,3,1,2,1,0
head,FBgn0053978,626,0.300255555,75,19,0,0,0,5
head,FBgn0032130,16,0.244299578,1,1,1,2,1,0
head,FBgn0035879,60,0.251786105,10,4,0,0,0,0
head,FBgn0035880,94,0.278974365,40,9,3,0,0,0
head,FBgn0001091,438,0.295273461,79,14,2,2,1,1
head,FBgn0001125,520,0.325925688,63,2,2,2,1,3
head,FBgn0025741,11,0.241814683,16,10,1,2,1,0
head,FBgn0000044,860,0.307927066,75,19,0,0,0,5
head,FBgn0010339,30,0.251411995,9,2,2,2,1,0
head,FBgn0037635,315,0.280181989,66,14,2,2,1,1
head,FBgn0053988,642,0.285944342,6,6,0,0,0,4
head,FBgn0032023,7,0.246278084,3,3,1,2,1,0
head,FBgn0026575,142,0.260471312,7,1,1,2,1,0
head,FBgn0067905,493,0.313998293,66,14,2,2,1,1
head,FBgn0025637,48,0.256099869,8,7,2,2,1,1
head,FBgn0032151,114,0.269153081,28,15,5,0,0,0
head,FBgn0039229,54,0.256111192,4,4,0,0,0,0
head,FBgn0032815,6,0.233209972,1,1,1,2,1,0
head,FBgn0003366,5,0.240604314,18,20,1,2,1,0
head,FBgn0041789,791,0.335592663,72,13,5,0,0,2
head,FBgn0013718,79,0.25920068,49,0,0,0,0,0
head,FBgn0022359,30,0.251663165,14,9,3,0,0,0
head,FBgn0030336,40,0.251128349,8,7,2,2,1,0
head,FBgn0000719,24,0.246485649,17,11,0,0,0,0
head,FBgn0026749,48,0.254609968,3,3,1,2,1,0
head,FBgn0030581,198,0.262965859,10,4,0,0,0,0
head,FBgn0034997,44,0.258163888,41,18,1,2,1,0
head,FBgn0000320,84,0.25285081,37,6,0,0,0,0
head,FBgn0045842,24,0.244974415,9,2,2,2,1,0
head,FBgn0027101,8,0.243796034,1,1,1,2,1,0
head,FBgn0039924,6,0.240687315,26,20,1,2,1,0
head,FBgn0034286,143,0.255240599,28,15,5,0,0,0
head,FBgn0032955,15,0.242194847,21,14,2,2,1,0
head,FBgn0032405,69,0.264722158,45,6,0,0,0,0
head,FBgn0029608,63,0.25968361,14,9,3,0,0,0
head,FBgn0031637,156,0.268453244,54,17,3,0,0,0
head,FBgn0030897,636,0.294848336,76,15,5,0,0,4
head,FBgn0015664,88,0.254744737,7,1,1,2,1,0
head,FBgn0054003,170,0.272266592,49,0,0,0,0,0
head,FBgn0054025,266,0.260728916,45,6,0,0,0,4
head,FBgn0054039,2,0.234474794,26,20,1,2,1,0
head,FBgn0054054,107,0.262590446,9,2,2,2,1,1
head,FBgn0052529,85,0.256590285,37,6,0,0,0,0
head,FBgn0058191,24,0.247676516,23,14,2,2,1,0
head,FBgn0040011,115,0.254995924,19,12,1,2,1,0
head,FBgn0039958,76,0.248495013,1,1,1,2,1,0
head,FBgn0058006,81,0.263483662,54,17,3,0,0,0
head,FBgn0000384,42,0.245411337,11,3,1,2,1,0
head,FBgn0039966,7,0.23743767,1,1,1,2,1,0
head,FBgn0025836,11,0.246325299,1,1,1,2,1,0
head,FBgn0003559,12,0.253491044,4,4,0,0,0,0
head,FBgn0039943,23,0.249090644,11,3,1,2,1,0
head,FBgn0039965,13,0.251844884,11,3,1,2,1,0
head,FBgn0063670,34,0.255530854,32,10,1,2,1,0
head,FBgn0028697,824,0.361382584,52,8,4,1,1,3
head,FBgn0058002,75,0.255889078,41,18,1,2,1,0
head,FBgn0037549,16,0.240064902,1,1,1,2,1,0
head,FBgn0040022,8,0.233430987,40,9,3,0,0,0
head,FBgn0058160,13,0.244910888,34,16,3,0,0,0
head,FBgn0040056,11,0.247845932,4,4,0,0,0,0
head,FBgn0039955,27,0.248546287,11,3,1,2,1,0
head,FBgn0039959,5,0.253948588,41,18,1,2,1,0
head,FBgn0034389,2,0.236277223,3,3,1,2,1,0
head,FBgn0083949,206,0.259515293,28,15,5,0,0,0
head,FBgn0083950,114,0.255404547,37,6,0,0,0,0
head,FBgn0083953,124,0.262174446,38,17,3,0,0,0
head,FBgn0083956,124,0.275715611,51,9,3,0,0,0
head,FBgn0083961,29,0.250533821,7,1,1,2,1,0
head,FBgn0083962,7,0.237894319,18,20,1,2,1,0
head,FBgn0083963,184,0.265542561,28,15,5,0,0,4
head,FBgn0083969,29,0.246069198,1,1,1,2,1,0
head,FBgn0083970,107,0.265497751,40,9,3,0,0,0
head,FBgn0083986,78,0.257826809,34,16,3,0,0,0
head,FBgn0026401,26,0.256890876,24,4,0,0,0,0
head,FBgn0002566,10,0.245557302,1,1,1,2,1,0
head,FBgn0003256,11,0.239461747,18,20,1,2,1,0
head,FBgn0032997,7,0.241662034,23,14,2,2,1,0
head,FBgn0033000,94,0.259455501,3,3,1,2,1,0
head,FBgn0064225,890,0.35651552,2,2,2,2,1,3
head,FBgn0040007,879,0.330115549,2,2,2,2,1,3
head,FBgn0010247,38,0.248581533,1,1,1,2,1,0
head,FBgn0020908,515,0.354686785,65,16,3,0,0,2
head,FBgn0011288,429,0.271260636,45,6,0,0,0,4
head,FBgn0046692,31,0.252340245,1,1,1,2,1,0
head,FBgn0039994,15,0.241228939,1,1,1,2,1,0
head,FBgn0044510,9,0.241868616,41,18,1,2,1,0
head,FBgn0040005,29,0.25018844,1,1,1,2,1,0
head,FBgn0069973,15,0.269101219,40,9,3,0,0,0
head,FBgn0058470,16,0.244713918,4,4,0,0,0,0
head,FBgn0040010,30,0.247184154,35,10,1,2,1,0
head,FBgn0058045,53,0.249435467,1,1,1,2,1,0
head,FBgn0046706,5,0.251758766,37,6,0,0,0,0
head,FBgn0083123,55,0.258799372,26,20,1,2,1,0
head,FBgn0039977,23,0.246213043,23,14,2,2,1,0
head,FBgn0058469,6,0.277301842,18,20,1,2,1,0
head,FBgn0028993,44,0.247240389,37,6,0,0,0,0
head,FBgn0024804,49,0.256052059,28,15,5,0,0,0
head,FBgn0027341,529,0.299608294,75,19,0,0,0,5
head,FBgn0069923,91,0.292321059,27,9,3,0,0,0
head,FBgn0058178,191,0.257189631,17,11,0,0,0,0
head,FBgn0040531,174,0.272241066,9,2,2,2,1,1
head,FBgn0058263,19,0.247777346,38,17,3,0,0,0
head,FBgn0039993,185,0.255757392,23,14,2,2,1,0
head,FBgn0069969,152,0.255270939,45,6,0,0,0,0
head,FBgn0020660,25,0.245578485,3,3,1,2,1,0
head,FBgn0085188,22,0.262712669,11,3,1,2,1,0
head,FBgn0085194,31,0.270294981,51,9,3,0,0,0
head,FBgn0085195,566,0.305653522,29,8,4,1,1,1
head,FBgn0085201,468,0.340493068,65,16,3,0,0,2
head,FBgn0085229,165,0.278297999,41,18,1,2,1,0
head,FBgn0085256,49,0.267766961,21,14,2,2,1,0
head,FBgn0085257,9,0.243091215,1,1,1,2,1,0
head,FBgn0085271,62,0.253802929,54,17,3,0,0,0
head,FBgn0085279,8,0.237365738,18,20,1,2,1,0
head,FBgn0085354,109,0.253940245,20,13,5,0,0,0
head,FBgn0085359,10,0.269207088,4,4,0,0,0,0
head,FBgn0085360,1091,0.354661046,68,5,4,1,1,3
head,FBgn0085369,26,0.251675522,4,4,0,0,0,0
head,FBgn0085370,33,0.249930707,11,3,1,2,1,0
head,FBgn0085376,32,0.248290971,0,0,0,0,0,0
head,FBgn0085380,60,0.246865162,4,4,0,0,0,0
head,FBgn0085382,60,0.258370383,37,6,0,0,0,0
head,FBgn0085383,112,0.261431321,37,6,0,0,0,4
head,FBgn0085384,95,0.250257445,17,11,0,0,0,0
head,FBgn0085385,125,0.26282449,28,15,5,0,0,0
head,FBgn0085386,21,0.251731492,17,11,0,0,0,0
head,FBgn0085387,641,0.29086929,76,15,5,0,0,4
head,FBgn0085391,1069,0.304139775,6,6,0,0,0,4
head,FBgn0085395,73,0.254937514,9,2,2,2,1,1
head,FBgn0085399,87,0.247614396,37,6,0,0,0,0
head,FBgn0085400,67,0.248277338,0,0,0,0,0,0
head,FBgn0085405,28,0.251910748,9,2,2,2,1,0
head,FBgn0085408,275,0.265306161,17,11,0,0,0,2
head,FBgn0085409,475,0.276153271,70,6,0,0,0,4
head,FBgn0085412,554,0.28622054,62,19,0,0,0,5
head,FBgn0085413,38,0.245457407,37,6,0,0,0,0
head,FBgn0085414,262,0.264538053,28,15,5,0,0,4
head,FBgn0085419,9,0.255872561,54,17,3,0,0,0
head,FBgn0085421,27,0.25824369,37,6,0,0,0,0
head,FBgn0085422,12,0.241097143,3,3,1,2,1,0
head,FBgn0085423,7,0.23972125,16,10,1,2,1,0
head,FBgn0085426,544,0.30096853,31,13,5,0,0,2
head,FBgn0085427,394,0.277469902,64,16,3,0,0,2
head,FBgn0085430,254,0.27106593,28,15,5,0,0,4
head,FBgn0085432,579,0.295250006,76,15,5,0,0,4
head,FBgn0085433,168,0.255142029,37,6,0,0,0,0
head,FBgn0085434,289,0.270576875,28,15,5,0,0,4
head,FBgn0085436,71,0.257622013,36,3,1,2,1,0
head,FBgn0085437,13,0.241208338,17,11,0,0,0,0
head,FBgn0085442,136,0.257969862,17,11,0,0,0,0
head,FBgn0085443,129,0.265040261,17,11,0,0,0,0
head,FBgn0085446,937,0.318493218,72,13,5,0,0,2
head,FBgn0085450,178,0.26059861,57,11,0,0,0,0
head,FBgn0085451,24,0.244395666,21,14,2,2,1,0
head,FBgn0085452,365,0.306991514,71,16,3,0,0,2
head,FBgn0085468,118,0.282875264,41,18,1,2,1,0
head,FBgn0085478,16,0.246892563,28,15,5,0,0,0
head,FBgn0085483,162,0.276142501,51,9,3,0,0,0
head,FBgn0085484,697,0.316350939,53,5,4,1,1,3
head,FBgn0085638,40,0.251111778,41,18,1,2,1,0
head,FBgn0086129,22,0.249841757,32,10,1,2,1,0
head,FBgn0086134,191,0.258757237,19,12,1,2,1,0
head,FBgn0086254,575,0.313258879,79,14,2,2,1,1
head,FBgn0086346,162,0.263488139,3,3,1,2,1,0
head,FBgn0086347,70,0.25146634,34,16,3,0,0,0
head,FBgn0086355,661,0.318858756,79,14,2,2,1,3
head,FBgn0086357,572,0.297497264,78,18,1,2,1,1
head,FBgn0086358,18,0.249980594,4,4,0,0,0,0
head,FBgn0086359,50,0.264645377,16,10,1,2,1,0
head,FBgn0086362,51,0.25088909,7,1,1,2,1,0
head,FBgn0086367,54,0.259915609,37,6,0,0,0,0
head,FBgn0086370,48,0.253242449,11,3,1,2,1,0
head,FBgn0086371,10,0.235739484,11,3,1,2,1,0
head,FBgn0086372,109,0.254397972,37,6,0,0,0,0
head,FBgn0086378,134,0.264782031,78,18,1,2,1,0
head,FBgn0086384,123,0.257801611,7,1,1,2,1,0
head,FBgn0086442,11,0.244775772,28,15,5,0,0,0
head,FBgn0086443,25,0.256566181,4,4,0,0,0,0
head,FBgn0086450,411,0.292965136,60,5,4,1,1,1
head,FBgn0086472,738,0.345516999,52,8,4,1,1,3
head,FBgn0086558,46,0.249704476,1,1,1,2,1,0
head,FBgn0086604,27,0.245884325,37,6,0,0,0,0
head,FBgn0086605,18,0.242137983,1,1,1,2,1,0
head,FBgn0086655,52,0.262340447,70,6,0,0,0,0
head,FBgn0086656,23,0.250180799,18,20,1,2,1,0
head,FBgn0086657,32,0.249457689,19,12,1,2,1,0
head,FBgn0086674,79,0.278133322,59,18,1,2,1,0
head,FBgn0086675,1198,0.311411076,6,6,0,0,0,4
head,FBgn0086676,299,0.29076243,63,2,2,2,1,1
head,FBgn0086677,442,0.302276621,39,15,5,0,0,4
head,FBgn0086679,180,0.268577291,16,10,1,2,1,1
head,FBgn0086680,505,0.28462426,75,19,0,0,0,2
head,FBgn0086683,18,0.245843371,1,1,1,2,1,0
head,FBgn0085407,335,0.267367712,28,15,5,0,0,4
head,FBgn0086686,127,0.278089942,43,4,0,0,0,0
head,FBgn0086687,811,0.33772879,53,5,4,1,1,3
head,FBgn0086690,28,0.242480051,18,20,1,2,1,0
head,FBgn0086691,1109,0.346285325,68,5,4,1,1,3
head,FBgn0086694,143,0.253463899,7,1,1,2,1,0
head,FBgn0086706,458,0.327170346,22,7,2,2,1,3
head,FBgn0086707,88,0.25679431,7,1,1,2,1,0
head,FBgn0086708,382,0.279373923,20,13,5,0,0,2
head,FBgn0086710,754,0.352201926,52,8,4,1,1,3
head,FBgn0086711,46,0.249878415,1,1,1,2,1,0
head,FBgn0086712,18,0.247402347,10,4,0,0,0,0
head,FBgn0086757,19,0.241129178,3,3,1,2,1,0
head,FBgn0086758,1078,0.308020093,6,6,0,0,0,4
head,FBgn0086768,4,0.233446716,3,3,1,2,1,0
head,FBgn0086778,195,0.270408748,28,15,5,0,0,4
head,FBgn0086779,52,0.250552735,1,1,1,2,1,0
head,FBgn0086784,10,0.246140629,37,6,0,0,0,0
head,FBgn0086855,42,0.247113007,1,1,1,2,1,0
head,FBgn0086856,130,0.255944327,19,12,1,2,1,0
head,FBgn0086901,208,0.261081875,44,19,0,0,0,0
head,FBgn0086904,416,0.321381052,22,7,2,2,1,3
head,FBgn0086906,922,0.33726253,72,13,5,0,0,2
head,FBgn0086909,110,0.255338136,59,18,1,2,1,0
head,FBgn0086913,204,0.25678506,10,4,0,0,0,0
head,FBgn0087002,860,0.342698847,48,5,4,1,1,3
head,FBgn0087005,155,0.263989058,4,4,0,0,0,0
head,FBgn0087007,185,0.260883337,59,18,1,2,1,0
head,FBgn0087008,295,0.274735597,36,3,1,2,1,0
head,FBgn0087011,310,0.284294268,64,16,3,0,0,2
head,FBgn0087012,57,0.247867174,4,4,0,0,0,0
head,FBgn0087013,311,0.289978194,12,7,2,2,1,1
head,FBgn0087039,14,0.248649273,1,1,1,2,1,0
head,FBgn0243486,60,0.246135542,0,0,0,0,0,0
head,FBgn0243511,6,0.245511758,40,9,3,0,0,0
head,FBgn0243512,92,0.250217086,34,16,3,0,0,0
head,FBgn0243516,8,0.234696459,3,3,1,2,1,0
head,FBgn0250746,343,0.27196534,67,12,1,2,1,0
head,FBgn0250753,133,0.256037339,21,14,2,2,1,0
head,FBgn0250757,11,0.246469202,4,4,0,0,0,0
head,FBgn0250786,84,0.25383318,7,1,1,2,1,0
head,FBgn0250788,104,0.258503578,49,0,0,0,0,0
head,FBgn0250789,732,0.290862414,6,6,0,0,0,4
head,FBgn0250814,346,0.309185489,61,17,3,0,0,2
head,FBgn0250816,43,0.264017835,32,10,1,2,1,0
head,FBgn0250819,731,0.33398081,72,13,5,0,0,2
head,FBgn0250820,203,0.265496374,9,2,2,2,1,1
head,FBgn0250823,36,0.250142283,40,9,3,0,0,0
head,FBgn0250830,4,0.235359006,1,1,1,2,1,0
head,FBgn0250835,18,0.243512322,32,10,1,2,1,0
head,FBgn0250838,263,0.309870268,14,9,3,0,0,6
head,FBgn0250839,273,0.265101882,45,6,0,0,0,5
head,FBgn0250843,465,0.269718842,67,12,1,2,1,1
head,FBgn0250848,279,0.262628641,8,7,2,2,1,1
head,FBgn0250850,58,0.254780604,19,12,1,2,1,0
head,FBgn0250867,35,0.253131871,26,20,1,2,1,0
head,FBgn0250868,91,0.256413619,9,2,2,2,1,0
head,FBgn0250869,135,0.254054213,54,17,3,0,0,0
head,FBgn0250871,288,0.265295874,44,19,0,0,0,2
head,FBgn0250874,5,0.241524489,49,0,0,0,0,0
head,FBgn0250906,86,0.264177601,67,12,1,2,1,0
head,FBgn0250908,300,0.269414856,28,15,5,0,0,4
head,FBgn0250910,107,0.250428674,37,6,0,0,0,0
head,FBgn0259098,4,0.232446187,51,9,3,0,0,0
head,FBgn0259099,93,0.262859233,34,16,3,0,0,2
head,FBgn0259108,424,0.299309241,39,15,5,0,0,4
head,FBgn0259110,559,0.288348484,76,15,5,0,0,4
head,FBgn0259111,66,0.253962592,40,9,3,0,0,0
head,FBgn0259139,30,0.25054877,11,3,1,2,1,0
head,FBgn0259143,145,0.26072311,0,0,0,0,0,0
head,FBgn0259145,86,0.264442302,37,6,0,0,0,0
head,FBgn0259146,43,0.2471609,37,6,0,0,0,0
head,FBgn0259150,245,0.271184243,45,6,0,0,0,4
head,FBgn0259152,25,0.248227199,1,1,1,2,1,0
head,FBgn0259163,333,0.268970746,45,6,0,0,0,4
head,FBgn0259166,11,0.242888807,3,3,1,2,1,0
head,FBgn0259168,124,0.264584293,36,3,1,2,1,0
head,FBgn0259170,67,0.256526493,10,4,0,0,0,0
head,FBgn0259171,352,0.288775772,39,15,5,0,0,4
head,FBgn0259173,20,0.244200482,37,6,0,0,0,0
head,FBgn0259174,41,0.251833632,4,4,0,0,0,0
head,FBgn0259175,201,0.274476816,49,0,0,0,0,5
head,FBgn0259176,193,0.29325216,70,6,0,0,0,0
head,FBgn0259178,20,0.247601769,10,4,0,0,0,0
head,FBgn0259209,908,0.334455729,25,13,5,0,0,2
head,FBgn0259210,23,0.248408229,4,4,0,0,0,0
head,FBgn0259211,369,0.275998195,57,11,0,0,0,2
head,FBgn0259212,48,0.246372026,3,3,1,2,1,0
head,FBgn0259213,84,0.249606139,37,6,0,0,0,0
head,FBgn0259214,23,0.248858642,70,6,0,0,0,0
head,FBgn0259216,149,0.259354719,54,17,3,0,0,0
head,FBgn0259219,533,0.315026696,31,13,5,0,0,2
head,FBgn0259221,39,0.244355147,54,17,3,0,0,0
head,FBgn0259222,292,0.2696802,28,15,5,0,0,4
head,FBgn0259224,110,0.260810601,9,2,2,2,1,1
head,FBgn0259227,43,0.247179057,0,0,0,0,0,0
head,FBgn0259228,101,0.249108389,17,11,0,0,0,0
head,FBgn0259234,38,0.24872819,57,11,0,0,0,0
head,FBgn0259236,12,0.250281396,9,2,2,2,1,0
head,FBgn0259238,178,0.279390451,15,2,2,2,1,1
head,FBgn0259239,37,0.251001622,37,6,0,0,0,0
head,FBgn0259241,18,0.247584129,37,6,0,0,0,0
head,FBgn0259242,122,0.259599536,70,6,0,0,0,0
head,FBgn0259243,268,0.265766189,38,17,3,0,0,0
head,FBgn0259244,385,0.268937909,70,6,0,0,0,4
head,FBgn0259245,152,0.253455499,37,6,0,0,0,0
head,FBgn0259246,915,0.298321287,76,15,5,0,0,4
head,FBgn0259247,364,0.294152934,44,19,0,0,0,5
head,FBgn0259481,299,0.271574862,58,4,0,0,0,0
head,FBgn0259482,42,0.252551823,19,12,1,2,1,0
head,FBgn0259483,18,0.255422721,3,3,1,2,1,0
head,FBgn0259677,26,0.245615555,4,4,0,0,0,0
head,FBgn0259678,522,0.332632823,65,16,3,0,0,2
head,FBgn0259680,675,0.329669393,72,13,5,0,0,2
head,FBgn0259682,424,0.294708948,50,5,4,1,1,1
head,FBgn0259685,3,0.240513838,1,1,1,2,1,0
head,FBgn0259714,13,0.251062376,49,0,0,0,0,0
head,FBgn0259722,125,0.264172348,34,16,3,0,0,2
head,FBgn0259734,9,0.249658947,1,1,1,2,1,0
head,FBgn0259735,145,0.265821082,57,11,0,0,0,0
head,FBgn0259736,581,0.315841185,31,13,5,0,0,2
head,FBgn0259740,105,0.254344896,26,20,1,2,1,0
head,FBgn0259745,68,0.255363472,28,15,5,0,0,0
head,FBgn0259749,22,0.249015462,17,11,0,0,0,0
head,FBgn0259785,185,0.269339533,7,1,1,2,1,0
head,FBgn0259789,90,0.25668199,36,3,1,2,1,0
head,FBgn0259821,42,0.249755315,37,6,0,0,0,0
head,FBgn0259822,193,0.25456471,17,11,0,0,0,4
head,FBgn0259823,43,0.252823744,37,6,0,0,0,0
head,FBgn0259824,28,0.248823537,3,3,1,2,1,0
head,FBgn0259834,126,0.263296367,51,9,3,0,0,0
head,FBgn0259876,66,0.255595435,7,1,1,2,1,0
head,FBgn0259916,86,0.252875819,8,7,2,2,1,1
head,FBgn0259923,67,0.249053772,0,0,0,0,0,0
head,FBgn0259927,823,0.306159105,47,15,5,0,0,4
head,FBgn0259935,6,0.236700491,34,16,3,0,0,0
